tenpo_id,tenpo_name,status,place_id,phone,address,fields
TENPO#0134,丸鶏 るいすけ 店舗未設定,PLAN,ChIJKaXX_CmNGGARncNACuNFLhk,03-3371-0616,日本、〒160-0023 東京都新宿区西新宿７丁目１４−６ 西新宿第二高橋ビル 1F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0115,神楽坂店,PLAN,ChIJ___yYFqMGGAR3IWNj_u38RQ,03-5228-2011,日本、〒162-0825 東京都新宿区神楽坂４丁目2ｰ1 島田ビル 3F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0059,ニューサカナヤキオ,PLAN,ChIJh77BFPGLGGARnGpWwSgQ3rM,03-5843-8470,"日本、〒105-0004 東京都港区新橋４丁目１４−１ AUNビル B1F,1F","address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0038,青山店,PLAN,ChIJL6OM6F-LGGART_yCDCVJ3rs,03-3407-8001,日本、〒107-0062 東京都港区南青山５丁目１０−２１,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0094,渋谷店,PLAN,ChIJP6jlUFiLGGAR5fwuswd1KXA,03-5468-5892,日本、〒150-8510 東京都渋谷区渋谷２丁目２１−１,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0004,横浜元町 de 焼肉DOURAKU(どうらく),PLAN,ChIJ6xideT9dGGARi5H5vT0r6nc,045-263-9229,日本、〒231-0801 神奈川県横浜市中区新山下１丁目２−８ 2F,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0052,錦糸町店,PLAN,ChIJ2ZKqfACJGGARy7ISjPXZ1c0,03-6661-7008,日本、〒103-0013 東京都中央区日本橋人形町１丁目５−１２ 萬武ビルディング 1階,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0019,火鍋 小肥羊 銀座店,PLAN,ChIJDzJSEeSLGGARiddDF2xKJm8,03-6228-6225,日本、〒104-0061 東京都中央区銀座２丁目６−９ Ginza269 5F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0039,渋谷店,PLAN,ChIJP6jlUFiLGGAR5fwuswd1KXA,03-5468-5892,日本、〒150-8510 東京都渋谷区渋谷２丁目２１−１,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0031,鮨 輝らく,PLAN,ChIJPY06t3CNGGARaJP_4uwkEP8,03-5579-8242,日本、〒162-0825 東京都新宿区神楽坂３丁目１,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0137,日比谷店,PLAN,ChIJFWx7nF-LGGARFQpXXoY68a4,03-6268-8004,日本、〒100-0006 東京都千代田区有楽町１丁目６−１０ スクワール日比谷ビル 1階,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0090,渋谷店,PLAN,ChIJP6jlUFiLGGAR5fwuswd1KXA,03-5468-5892,日本、〒150-8510 東京都渋谷区渋谷２丁目２１−１,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0054,トオダ,PLAN,ChIJHVvcXjCLGGARb5312nh06Ms,03-5843-7370,日本、〒105-0004 東京都港区新橋４丁目１５−６,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0093,上野御徒町店,PLAN,ChIJ-y8hgoONGGARnacn-Z7-CLg,03-6635-2689,日本、〒111-0005 東京都台東区上野２丁目１−９ VORT 上野広小路 1F,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#5b717b368c13,N3,PLAN,ChIJNxvMxvNOH2ARdPzjLfg9FrM,0285-38-7109,日本、〒323-0022 栃木県小山市駅東通り１丁目７,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international"
TENPO#0018,西新宿店,PLAN,ChIJkzhEkUvzGGARgf5IouGCj8c,03-6258-0127,日本、〒160-0023 東京都新宿区西新宿６丁目１１−３ Dタワー西新宿 １階,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0060,大衆寿司酒場こがね,PLAN,ChIJt-X2p4uWGGARMQiAMyrav4Y,048-966-4483,日本、〒343-0845 埼玉県越谷市南越谷１丁目２６−９,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0072,日本橋浜町,PLAN,ChIJjeSKxUiJGGAR8uFcWlwjviQ,,日本、〒103-0007 東京都中央区日本橋浜町,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at"
TENPO#001,サンプル店舗,PLAN,ChIJn0hN4fjVGGARKJWXWIeS3mc,080-6970-4136,日本、〒355-0063 埼玉県東松山市元宿２丁目17−２,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0055,マンモス,PLAN,ChIJGbs-VX2LGGARSoOcs7zlCw0,03-6809-2177,日本、〒105-0004 東京都港区新橋３丁目１９−４ 桜井ビル 2F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0116,西麻布店,PLAN,ChIJbY2cDnCLGGARCHICAnehXxc,03-3499-8689,日本、〒106-0031 東京都港区西麻布４丁目１１−３ 横山ビル １F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#56e31712a04f,N2,PLAN,ChIJOUqFX5uSGGARxPlSTwVhnC0,03-3916-2701,日本、〒114-0023 東京都北区滝野川７丁目２−４,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0002,ネパール・インド・チベット料理　maya 店舗未設定,PLAN,ChIJZ04HUzmNGGAR4hafMsoCpM0,03-6302-1833,日本、〒169-0075 東京都新宿区高田馬場２丁目１４−８ Ntビル ３Ｆ,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0029,日本橋茅場町店,PLAN,ChIJCWp0ZtGJGGARcM1vw4QjYco,03-6206-2061,日本、〒103-0026 東京都中央区日本橋兜町９−２ 兜町第二ビル 2F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0119,市川店,PLAN,ChIJAwZlTS2HGGAR4WOEe6MeFKA,047-320-3671,日本、〒272-0015 千葉県市川市鬼高３丁目２８−１６ ショップス 2階,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0043,新宿店,PLAN,ChIJ9ztrpduMGGARte1BM8ccdIs,03-3352-1111,日本、〒160-0022 東京都新宿区新宿３丁目１４−１,"address,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0003,西谷店,PLAN,ChIJlzSSYKNZGGAR8GAifeEh2PI,045-372-6768,日本、〒241-0012 神奈川県横浜市旭区西川島町１−１０,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0051,大井町店,PLAN,ChIJiYXdTXyKGGARdKXRB-co690,03-5709-7777,日本、〒140-0014 東京都品川区大井１丁目２−１,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0049,新河岸駅前店,PLAN,ChIJ_aTNshLbGGARKwPHNw2UKXk,049-245-5002,日本、〒350-1137 埼玉県川越市砂新田４９−４,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0007,https://www.notion.so泉岳寺駅前店,PLAN,ChIJI_rpmidxA2ARE24d2I0RjYg,052-938-4555,日本、〒461-0001 愛知県名古屋市東区泉２丁目１−２８ ヴィアーレ ストーリア 1B,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0065,THE MARK GRAND HOTEL,PLAN,ChIJ6aoFRljBGGAR7PmMkTGhTuc,048-601-1111,日本、〒330-0081 埼玉県さいたま市中央区新都心３−２,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,phone,phone_international,website"
TENPO#0071,大勝軒まるいち 新宿東南口店,PLAN,ChIJb1H99NqMGGARalJ4HBrt4T0,03-6380-6138,日本、〒160-0022 東京都新宿区新宿３丁目３４−３,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#929013d906f5,N,PLAN,ChIJh0oXBwA7H2ARapsB3mVtG9s,0276-58-3143,日本、〒374-0073 群馬県館林市足次町１１７０−５,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0103,Bar ANIME HOLIC アニメホリック goldengai,PLAN,ChIJHS6Q5JiNGGAR6hPfl4WgpMg,03-5273-8999,日本、〒160-0021 東京都新宿区歌舞伎町１丁目１−１０ 2F,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0035,ららぽーと横浜,PLAN,ChIJrRYOWkBZGGAR_3t3RyT_zZI,045-482-3181,日本、〒224-0053 神奈川県横浜市都筑区池辺町４０３５−１ 3階 ららぽーと横浜,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0129,米と魚　さかなさま,PLAN,ChIJccnXbgCJGGARfdyTNFqZC00,03-6810-8821,日本、〒103-0026 東京都中央区日本橋兜町１５−６ 地下1階,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0070,新橋店,PLAN,ChIJjyyf3nWLGGARYDagrOPo09g,03-6273-3429,日本、〒105-0004 東京都港区新橋２丁目１５−１１ Tmビル 1F,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0117,ZANGIRI Next 店舗未設定,PLAN,ChIJvzl4h0WNGGAR2txygwVty_o,03-5937-4318,日本、〒160-0023 東京都新宿区西新宿７丁目１０−１９ 西新宿ビル 3F,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0136,新虎通りcore店,PLAN,ChIJd7kTcp6LGGARgwIBWbKh01w,03-6406-6606,日本、〒105-0004 東京都港区新橋４丁目１−１,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,phone,phone_international,website"
TENPO#0074,たまき新宿2代目店,PLAN,ChIJz269E5KNGGARAVjiIn4Nmds,050-5590-8414,日本、〒160-0021 東京都新宿区歌舞伎町１丁目１５−８ 丸尾ビル 3F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#100779b870b1,N2,PLAN,ChIJOUqFX5uSGGARxPlSTwVhnC0,03-3916-2701,日本、〒114-0023 東京都北区滝野川７丁目２−４,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0033,とく山 店舗未設定,PLAN,ChIJdVd2oPGGHWAR-OIqEZ32eMw,03-5789-3838,日本、〒106-0047 東京都港区南麻布５丁目１−５,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0109,隣のロッヂ,PLAN,ChIJb-rFG3WNGGAR4rkyJj-9rLo,03-6302-1670,日本、〒169-0075 東京都新宿区高田馬場２丁目１５−４ 金田ビル2階,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0041,らぁ麺はつ穂 店舗未設定,PLAN,ChIJm_qxWcaOGGARy-6nnf2EovM,03-6910-0345,日本、〒102-0093 東京都千代田区平河町１丁目６−１１ エクシール平河町 1F,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0075,新宿東口駅前スタジアム,PLAN,ChIJpzIJ99mMGGARO8jrvj14-yQ,03-3359-6455,日本、〒160-0022 東京都新宿区新宿３丁目２５−９ 高橋ビル B1F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0044,新橋店,PLAN,ChIJjyyf3nWLGGARYDagrOPo09g,03-6273-3429,日本、〒105-0004 東京都港区新橋２丁目１５−１１ Tmビル 1F,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0012,新小岩店,PLAN,ChIJjawOcAOGGGARYzDFrXSCeQQ,03-6231-4556,日本、〒124-0024 東京都葛飾区新小岩１丁目４２−８,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international"
TENPO#0016,渋谷駅前店,PLAN,ChIJZyjHEv-NGGARn1d8Pu_JYJs,03-6416-5967,日本、〒150-0042 東京都渋谷区宇田川町２５−４ ダッキープラザ B1F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0100,新橋2号店,PLAN,ChIJYdbh6euLGGARXtLKjm8B0Mo,0120-426-555,日本、〒105-0004 東京都港区新橋２丁目８−１２ ミクニ新橋第2ビル,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0131,片山鶏肉店,PLAN,ChIJ9f1OaF-NGGARG7Di_1mgld0,03-6382-8174,日本、〒164-0001 東京都中野区中野３丁目３４−１６ 飯田ビル １-５F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0062,大衆焼肉酒場こがね,PLAN,ChIJb38rVoKXGGARWdY6in8H-iQ,050-5487-9493,日本、〒343-0845 埼玉県越谷市南越谷４丁目７−３ 川合ビル,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0098,新橋店,PLAN,ChIJjyyf3nWLGGARYDagrOPo09g,03-6273-3429,日本、〒105-0004 東京都港区新橋２丁目１５−１１ Tmビル 1F,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0022,中目黒本店,PLAN,ChIJgY5y8lKLGGARU098AvhdxR8,0570-041-131,日本、〒153-0042 東京都目黒区青葉台２丁目１９−１０,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0058,ニューイブシオ,PLAN,ChIJ4ZPlrQOLGGARoFqQZ6fP_pc,03-5843-8623,日本、〒105-0004 東京都港区新橋４丁目１４−１４ 1AUNビル 2階,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0057,弐,PLAN,ChIJ9zMW7UyLGGAR_8FakkcW63k,03-6381-5730,日本、〒105-0004 東京都港区新橋３丁目１５−８ 精工ビル B1F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0061,大衆寿司酒場 こがね商店,PLAN,ChIJ947c1heRGGARqv9h2AsQVEI,050-5486-7383,日本、〒340-0034 埼玉県草加市氷川町２１２４−１４,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0107,とんかつさくら,PLAN,ChIJsxvghRCJGGARqadBBSh7a1Y,03-6280-3707,日本、〒104-0033 東京都中央区新川１丁目１６−７−１０２,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international"
TENPO#0005,ただいま変身中,PLAN,ChIJ36NJRIjzGGARbdck9dHFasI,03-5942-6636,日本、〒164-0001 東京都中野区中野５丁目５３−３,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0040,五反田店,PLAN,ChIJB6xToPyKGGARd7v-KYqy2dM,03-5798-2583,日本、〒141-0022 東京都品川区東五反田５丁目２８−１２ Ｂ１Ｆ,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0135,横浜店,PLAN,ChIJBz-AFZZdGGARv457UDnaUmA,045-316-2073,日本、〒221-0835 神奈川県横浜市神奈川区鶴屋町２丁目１６−４ エフテムビル No.1,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0030,蕎麦割烹居酒屋　更科天狐,PLAN,ChIJ649LTACPGGARYGKKNqZtmA4,050-5448-6718,日本、〒111-0032 東京都台東区浅草２丁目７−２５,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0096,新橋店,PLAN,ChIJjyyf3nWLGGARYDagrOPo09g,03-6273-3429,日本、〒105-0004 東京都港区新橋２丁目１５−１１ Tmビル 1F,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0066,赤塚店,PLAN,ChIJD24_iG_sGGARkCrFHdRtgm4,03-3939-3003,日本、〒175-0093 東京都板橋区赤塚新町３丁目８−２５,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international"
TENPO#0064,竹祥,PLAN,ChIJQ629xb_vGGARCSdm7SLOd64,0422-27-2845,日本、〒180-0004 東京都武蔵野市吉祥寺本町１丁目２４−６,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0025,大塚店,PLAN,ChIJDwY2eyKNGGARiJEWiKM-X0k,03-6903-6435,日本、〒170-0004 東京都豊島区北大塚２丁目６−１０ ST1ビル 地下１階,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0050,ホルモンのマンモス 店舗未設定,PLAN,ChIJPcOONwCLGGAR4jF4AHktzFs,050-5448-6222,日本、〒105-0004 東京都港区新橋４丁目１４−１ AUNビル 3階,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0133,赤坂店,PLAN,ChIJf2Ir03iMGGAR07q54wEmmFw,03-6659-7288,日本、〒107-0052 東京都港区赤坂３丁目１０−１ 対翠館ビル 1F,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0099,はなれ新橋3号店,PLAN,ChIJ_fx0_OmLGGARBIbd1S83p3g,03-3578-1122,日本、〒105-0004 東京都港区新橋３丁目２３−４ 三上ビル 1F,"address,google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
TENPO#0113,工場,PLAN,ChIJyeXrIACRGGAR2puMJkEe54c,03-5856-5529,日本、〒121-0064 東京都足立区保木間１丁目５−１９,"google_map_url,map_url,maps_name,maps_place_id,maps_source,maps_updated_at,opening_hours,phone,phone_international,website"
