tenpo_id,tenpo_name,status,place_id,phone,address,fields
TENPO#0102,新橋バーラウンジ御殿,NO_CHANGE,ChIJT5zjBQCLGGARxU9rgOKjZ5E,03-5422-1900,日本、〒105-0004 東京都港区新橋３丁目２１−１０ オルバスビル 3F,
TENPO#77f42e59665b,N,NO_CHANGE,ChIJNXI6MevtGGARl905b9IrRNM,090-9164-2900,日本、〒104-0061 東京都中央区銀座１丁目１５−１４ 北村企業ビル 4F,
TENPO#0017,麹町店,NO_CHANGE,ChIJFXtXU3uMGGARYaNKnxbOf4o,03-3263-2025,日本、〒102-0083 東京都千代田区麹町４丁目１ 西脇ビル １Ｆ,
TENPO#0027,水道橋店,NO_CHANGE,ChIJAzEllT-MGGARu4woyND35yQ,03-5215-1169,日本、〒101-0061 東京都千代田区神田三崎町２丁目１２−５ 大雅ビル,
TENPO#0036,ルミネ立川,NO_CHANGE,ChIJ1XPc9HrhGGARUajXxvp4Al4,03-5334-0550,日本、〒190-0012 東京都立川市曙町２丁目１−１,
TENPO#0067,平和台店,NO_CHANGE,ChIJ2VUK9frsGGARwI_1-0mL28U,03-3550-5066,日本、〒179-0083 東京都練馬区平和台２丁目５２−８,
TENPO#0080,Mahaloh Import Shop,NO_CHANGE,ChIJ7QqGY_ZdGGARaWE8z8O_dkg,045-717-9800,日本、〒230-0041 神奈川県横浜市鶴見区潮田町３丁目１４２−５,
TENPO#0034,本店,NO_CHANGE,ChIJM1tHzBssH2ARPDZtuA1FLog,048-556-1285,日本、〒361-0073 埼玉県行田市行田２０−１５,
TENPO#0111,すし土風炉 登戸店,NO_CHANGE,ChIJYcSFOyfxGGARyUNGucPvtxU,044-930-1144,日本、〒214-0014 神奈川県川崎市多摩区登戸３４６７−１ 橘ビル 3F,
TENPO#831c7b195bff,DEMO店舗,NO_CHANGE,ChIJe0g9h74pH2ARysexyuNIcsc,048-522-2508,日本、〒360-0037 埼玉県熊谷市筑波２丁目１１５ アズ熊谷 3F,
TENPO#0134,丸鶏 るいすけ 店舗未設定,NO_CHANGE,ChIJKaXX_CmNGGARncNACuNFLhk,03-3371-0616,日本、〒160-0023 東京都新宿区西新宿７丁目１４−６ 西新宿第二高橋ビル 1F,
TENPO#0115,神楽坂店,NO_CHANGE,ChIJ___yYFqMGGAR3IWNj_u38RQ,03-5228-2011,日本、〒162-0825 東京都新宿区神楽坂４丁目2ｰ1 島田ビル 3F,
TENPO#0059,ニューサカナヤキオ,NO_CHANGE,ChIJh77BFPGLGGARnGpWwSgQ3rM,03-5843-8470,"日本、〒105-0004 東京都港区新橋４丁目１４−１ AUNビル B1F,1F",
TENPO#0038,青山店,NO_CHANGE,ChIJL6OM6F-LGGART_yCDCVJ3rs,03-3407-8001,日本、〒107-0062 東京都港区南青山５丁目１０−２１,
TENPO#0094,渋谷店,NO_CHANGE,ChIJP6jlUFiLGGAR5fwuswd1KXA,03-5468-5892,日本、〒150-8510 東京都渋谷区渋谷２丁目２１−１,
TENPO#0004,横浜元町 de 焼肉DOURAKU(どうらく),NO_CHANGE,ChIJ6xideT9dGGARi5H5vT0r6nc,045-263-9229,日本、〒231-0801 神奈川県横浜市中区新山下１丁目２−８ 2F,
TENPO#0052,錦糸町店,NO_CHANGE,ChIJ2ZKqfACJGGARy7ISjPXZ1c0,03-6661-7008,日本、〒103-0013 東京都中央区日本橋人形町１丁目５−１２ 萬武ビルディング 1階,
TENPO#0019,火鍋 小肥羊 銀座店,NO_CHANGE,ChIJDzJSEeSLGGARiddDF2xKJm8,03-6228-6225,日本、〒104-0061 東京都中央区銀座２丁目６−９ Ginza269 5F,
TENPO#0039,渋谷店,NO_CHANGE,ChIJP6jlUFiLGGAR5fwuswd1KXA,03-5468-5892,日本、〒150-8510 東京都渋谷区渋谷２丁目２１−１,
TENPO#0031,鮨 輝らく,NO_CHANGE,ChIJPY06t3CNGGARaJP_4uwkEP8,03-5579-8242,日本、〒162-0825 東京都新宿区神楽坂３丁目１,
TENPO#0137,日比谷店,NO_CHANGE,ChIJFWx7nF-LGGARFQpXXoY68a4,03-6268-8004,日本、〒100-0006 東京都千代田区有楽町１丁目６−１０ スクワール日比谷ビル 1階,
TENPO#0090,渋谷店,NO_CHANGE,ChIJP6jlUFiLGGAR5fwuswd1KXA,03-5468-5892,日本、〒150-8510 東京都渋谷区渋谷２丁目２１−１,
TENPO#0054,トオダ,NO_CHANGE,ChIJHVvcXjCLGGARb5312nh06Ms,03-5843-7370,日本、〒105-0004 東京都港区新橋４丁目１５−６,
TENPO#0093,上野御徒町店,NO_CHANGE,ChIJ-y8hgoONGGARnacn-Z7-CLg,03-6635-2689,日本、〒111-0005 東京都台東区上野２丁目１−９ VORT 上野広小路 1F,
TENPO#5b717b368c13,N3,NO_CHANGE,ChIJNxvMxvNOH2ARdPzjLfg9FrM,0285-38-7109,日本、〒323-0022 栃木県小山市駅東通り１丁目７,
TENPO#0018,西新宿店,NO_CHANGE,ChIJkzhEkUvzGGARgf5IouGCj8c,03-6258-0127,日本、〒160-0023 東京都新宿区西新宿６丁目１１−３ Dタワー西新宿 １階,
TENPO#0060,大衆寿司酒場こがね,NO_CHANGE,ChIJt-X2p4uWGGARMQiAMyrav4Y,048-966-4483,日本、〒343-0845 埼玉県越谷市南越谷１丁目２６−９,
TENPO#0072,日本橋浜町,NO_CHANGE,ChIJjeSKxUiJGGAR8uFcWlwjviQ,,日本、〒103-0007 東京都中央区日本橋浜町,
TENPO#001,サンプル店舗,NO_CHANGE,ChIJn0hN4fjVGGARKJWXWIeS3mc,080-6970-4136,日本、〒355-0063 埼玉県東松山市元宿２丁目17−２,
TENPO#0055,マンモス,NO_CHANGE,ChIJGbs-VX2LGGARSoOcs7zlCw0,03-6809-2177,日本、〒105-0004 東京都港区新橋３丁目１９−４ 桜井ビル 2F,
TENPO#0116,西麻布店,NO_CHANGE,ChIJbY2cDnCLGGARCHICAnehXxc,03-3499-8689,日本、〒106-0031 東京都港区西麻布４丁目１１−３ 横山ビル １F,
TENPO#56e31712a04f,N2,NO_CHANGE,ChIJOUqFX5uSGGARxPlSTwVhnC0,03-3916-2701,日本、〒114-0023 東京都北区滝野川７丁目２−４,
TENPO#0002,ネパール・インド・チベット料理　maya 店舗未設定,NO_CHANGE,ChIJZ04HUzmNGGAR4hafMsoCpM0,03-6302-1833,日本、〒169-0075 東京都新宿区高田馬場２丁目１４−８ Ntビル ３Ｆ,
TENPO#0029,日本橋茅場町店,NO_CHANGE,ChIJCWp0ZtGJGGARcM1vw4QjYco,03-6206-2061,日本、〒103-0026 東京都中央区日本橋兜町９−２ 兜町第二ビル 2F,
TENPO#0119,市川店,NO_CHANGE,ChIJAwZlTS2HGGAR4WOEe6MeFKA,047-320-3671,日本、〒272-0015 千葉県市川市鬼高３丁目２８−１６ ショップス 2階,
TENPO#0043,新宿店,NO_CHANGE,ChIJ9ztrpduMGGARte1BM8ccdIs,03-3352-1111,日本、〒160-0022 東京都新宿区新宿３丁目１４−１,
TENPO#0003,西谷店,NO_CHANGE,ChIJlzSSYKNZGGAR8GAifeEh2PI,045-372-6768,日本、〒241-0012 神奈川県横浜市旭区西川島町１−１０,
TENPO#0051,大井町店,NO_CHANGE,ChIJiYXdTXyKGGARdKXRB-co690,03-5709-7777,日本、〒140-0014 東京都品川区大井１丁目２−１,
TENPO#0049,新河岸駅前店,NO_CHANGE,ChIJ_aTNshLbGGARKwPHNw2UKXk,049-245-5002,日本、〒350-1137 埼玉県川越市砂新田４９−４,
TENPO#0007,https://www.notion.so泉岳寺駅前店,NO_CHANGE,ChIJI_rpmidxA2ARE24d2I0RjYg,052-938-4555,日本、〒461-0001 愛知県名古屋市東区泉２丁目１−２８ ヴィアーレ ストーリア 1B,
TENPO#0065,THE MARK GRAND HOTEL,NO_CHANGE,ChIJ6aoFRljBGGAR7PmMkTGhTuc,048-601-1111,日本、〒330-0081 埼玉県さいたま市中央区新都心３−２,
TENPO#0071,大勝軒まるいち 新宿東南口店,NO_CHANGE,ChIJb1H99NqMGGARalJ4HBrt4T0,03-6380-6138,日本、〒160-0022 東京都新宿区新宿３丁目３４−３,
TENPO#929013d906f5,N,NO_CHANGE,ChIJh0oXBwA7H2ARapsB3mVtG9s,0276-58-3143,日本、〒374-0073 群馬県館林市足次町１１７０−５,
TENPO#0103,Bar ANIME HOLIC アニメホリック goldengai,NO_CHANGE,ChIJHS6Q5JiNGGAR6hPfl4WgpMg,03-5273-8999,日本、〒160-0021 東京都新宿区歌舞伎町１丁目１−１０ 2F,
TENPO#0035,ららぽーと横浜,NO_CHANGE,ChIJrRYOWkBZGGAR_3t3RyT_zZI,045-482-3181,日本、〒224-0053 神奈川県横浜市都筑区池辺町４０３５−１ 3階 ららぽーと横浜,
TENPO#0129,米と魚　さかなさま,NO_CHANGE,ChIJccnXbgCJGGARfdyTNFqZC00,03-6810-8821,日本、〒103-0026 東京都中央区日本橋兜町１５−６ 地下1階,
TENPO#0070,新橋店,NO_CHANGE,ChIJjyyf3nWLGGARYDagrOPo09g,03-6273-3429,日本、〒105-0004 東京都港区新橋２丁目１５−１１ Tmビル 1F,
TENPO#0117,ZANGIRI Next 店舗未設定,NO_CHANGE,ChIJvzl4h0WNGGAR2txygwVty_o,03-5937-4318,日本、〒160-0023 東京都新宿区西新宿７丁目１０−１９ 西新宿ビル 3F,
TENPO#0136,新虎通りcore店,NO_CHANGE,ChIJd7kTcp6LGGARgwIBWbKh01w,03-6406-6606,日本、〒105-0004 東京都港区新橋４丁目１−１,
TENPO#0074,たまき新宿2代目店,NO_CHANGE,ChIJz269E5KNGGARAVjiIn4Nmds,050-5590-8414,日本、〒160-0021 東京都新宿区歌舞伎町１丁目１５−８ 丸尾ビル 3F,
TENPO#100779b870b1,N2,NO_CHANGE,ChIJOUqFX5uSGGARxPlSTwVhnC0,03-3916-2701,日本、〒114-0023 東京都北区滝野川７丁目２−４,
TENPO#0033,とく山 店舗未設定,NO_CHANGE,ChIJdVd2oPGGHWAR-OIqEZ32eMw,03-5789-3838,日本、〒106-0047 東京都港区南麻布５丁目１−５,
TENPO#0109,隣のロッヂ,NO_CHANGE,ChIJb-rFG3WNGGAR4rkyJj-9rLo,03-6302-1670,日本、〒169-0075 東京都新宿区高田馬場２丁目１５−４ 金田ビル2階,
TENPO#0041,らぁ麺はつ穂 店舗未設定,NO_CHANGE,ChIJm_qxWcaOGGARy-6nnf2EovM,03-6910-0345,日本、〒102-0093 東京都千代田区平河町１丁目６−１１ エクシール平河町 1F,
TENPO#0075,新宿東口駅前スタジアム,NO_CHANGE,ChIJpzIJ99mMGGARO8jrvj14-yQ,03-3359-6455,日本、〒160-0022 東京都新宿区新宿３丁目２５−９ 高橋ビル B1F,
TENPO#0044,新橋店,NO_CHANGE,ChIJjyyf3nWLGGARYDagrOPo09g,03-6273-3429,日本、〒105-0004 東京都港区新橋２丁目１５−１１ Tmビル 1F,
TENPO#0012,新小岩店,NO_CHANGE,ChIJjawOcAOGGGARYzDFrXSCeQQ,03-6231-4556,日本、〒124-0024 東京都葛飾区新小岩１丁目４２−８,
TENPO#0016,渋谷駅前店,NO_CHANGE,ChIJZyjHEv-NGGARn1d8Pu_JYJs,03-6416-5967,日本、〒150-0042 東京都渋谷区宇田川町２５−４ ダッキープラザ B1F,
TENPO#0100,新橋2号店,NO_CHANGE,ChIJYdbh6euLGGARXtLKjm8B0Mo,0120-426-555,日本、〒105-0004 東京都港区新橋２丁目８−１２ ミクニ新橋第2ビル,
TENPO#0131,片山鶏肉店,NO_CHANGE,ChIJ9f1OaF-NGGARG7Di_1mgld0,03-6382-8174,日本、〒164-0001 東京都中野区中野３丁目３４−１６ 飯田ビル １-５F,
TENPO#0062,大衆焼肉酒場こがね,NO_CHANGE,ChIJb38rVoKXGGARWdY6in8H-iQ,050-5487-9493,日本、〒343-0845 埼玉県越谷市南越谷４丁目７−３ 川合ビル,
TENPO#0098,新橋店,NO_CHANGE,ChIJjyyf3nWLGGARYDagrOPo09g,03-6273-3429,日本、〒105-0004 東京都港区新橋２丁目１５−１１ Tmビル 1F,
TENPO#0022,中目黒本店,NO_CHANGE,ChIJgY5y8lKLGGARU098AvhdxR8,0570-041-131,日本、〒153-0042 東京都目黒区青葉台２丁目１９−１０,
TENPO#0058,ニューイブシオ,NO_CHANGE,ChIJ4ZPlrQOLGGARoFqQZ6fP_pc,03-5843-8623,日本、〒105-0004 東京都港区新橋４丁目１４−１４ 1AUNビル 2階,
TENPO#0057,弐,NO_CHANGE,ChIJ9zMW7UyLGGAR_8FakkcW63k,03-6381-5730,日本、〒105-0004 東京都港区新橋３丁目１５−８ 精工ビル B1F,
TENPO#0061,大衆寿司酒場 こがね商店,NO_CHANGE,ChIJ947c1heRGGARqv9h2AsQVEI,050-5486-7383,日本、〒340-0034 埼玉県草加市氷川町２１２４−１４,
TENPO#0107,とんかつさくら,NO_CHANGE,ChIJsxvghRCJGGARqadBBSh7a1Y,03-6280-3707,日本、〒104-0033 東京都中央区新川１丁目１６−７−１０２,
TENPO#0005,ただいま変身中,NO_CHANGE,ChIJ36NJRIjzGGARbdck9dHFasI,03-5942-6636,日本、〒164-0001 東京都中野区中野５丁目５３−３,
TENPO#0040,五反田店,NO_CHANGE,ChIJB6xToPyKGGARd7v-KYqy2dM,03-5798-2583,日本、〒141-0022 東京都品川区東五反田５丁目２８−１２ Ｂ１Ｆ,
TENPO#0135,横浜店,NO_CHANGE,ChIJBz-AFZZdGGARv457UDnaUmA,045-316-2073,日本、〒221-0835 神奈川県横浜市神奈川区鶴屋町２丁目１６−４ エフテムビル No.1,
TENPO#0030,蕎麦割烹居酒屋　更科天狐,NO_CHANGE,ChIJ649LTACPGGARYGKKNqZtmA4,050-5448-6718,日本、〒111-0032 東京都台東区浅草２丁目７−２５,
TENPO#0096,新橋店,NO_CHANGE,ChIJjyyf3nWLGGARYDagrOPo09g,03-6273-3429,日本、〒105-0004 東京都港区新橋２丁目１５−１１ Tmビル 1F,
TENPO#0066,赤塚店,NO_CHANGE,ChIJD24_iG_sGGARkCrFHdRtgm4,03-3939-3003,日本、〒175-0093 東京都板橋区赤塚新町３丁目８−２５,
TENPO#0064,竹祥,NO_CHANGE,ChIJQ629xb_vGGARCSdm7SLOd64,0422-27-2845,日本、〒180-0004 東京都武蔵野市吉祥寺本町１丁目２４−６,
TENPO#0025,大塚店,NO_CHANGE,ChIJDwY2eyKNGGARiJEWiKM-X0k,03-6903-6435,日本、〒170-0004 東京都豊島区北大塚２丁目６−１０ ST1ビル 地下１階,
TENPO#0050,ホルモンのマンモス 店舗未設定,NO_CHANGE,ChIJPcOONwCLGGAR4jF4AHktzFs,050-5448-6222,日本、〒105-0004 東京都港区新橋４丁目１４−１ AUNビル 3階,
TENPO#0133,赤坂店,NO_CHANGE,ChIJf2Ir03iMGGAR07q54wEmmFw,03-6659-7288,日本、〒107-0052 東京都港区赤坂３丁目１０−１ 対翠館ビル 1F,
TENPO#0099,はなれ新橋3号店,NO_CHANGE,ChIJ_fx0_OmLGGARBIbd1S83p3g,03-3578-1122,日本、〒105-0004 東京都港区新橋３丁目２３−４ 三上ビル 1F,
TENPO#0113,工場,NO_CHANGE,ChIJyeXrIACRGGAR2puMJkEe54c,03-5856-5529,日本、〒121-0064 東京都足立区保木間１丁目５−１９,
TENPO#0013,池袋東口店,NO_CHANGE,ChIJx6IiCeWNGGARDYOvQxCCIuU,,日本、〒171-0022 東京都豊島区南池袋１丁目２２−１ 池袋1221ビル 2F,
TENPO#0037,ラゾーナ川崎,NO_CHANGE,ChIJn7BEsZ5gGGARjB4GNul9e-o,044-874-8000,日本、〒212-8576 神奈川県川崎市幸区堀川町７２−１,
TENPO#0128,ビストロ エヴォルテ,NO_CHANGE,ChIJqZz3VDhhGGARs4rOuqUpyPY,03-6715-9133,日本、〒144-0052 東京都大田区蒲田５丁目２９−１ 三番館 １F,
TENPO#0015,池袋店,NO_CHANGE,ChIJ9eYYIGiNGGARClFJpmdLY-s,03-5956-4400,日本、〒171-0022 東京都豊島区南池袋１丁目１８−２３ ルックハイツ 池袋 B 館 B1階,
TENPO#0047,南口店,NO_CHANGE,ChIJF0wswxfhGGARMnGCg3mGslI,042-527-3450,日本、〒190-0023 東京都立川市柴崎町３丁目３−５ ベルフェアー・立川,
TENPO#0045,平河町店,NO_CHANGE,ChIJo46r-XmMGGAR3xe4dnSd6BI,03-3265-1374,日本、〒102-0093 東京都千代田区平河町２丁目１２−２ ニュー福井ビルＢ１Ｆ,
TENPO#0056,新橋本店,NO_CHANGE,ChIJ3UrA81uLGGARO14tTFIa8-8,03-6380-4820,日本、〒105-0004 東京都港区新橋４丁目１９−１ THビル 1F,
TENPO#0091,水道橋店,NO_CHANGE,ChIJKzYEK1ONGGARnuZrKSXTRuM,03-6910-0809,日本、〒101-0061 東京都千代田区神田三崎町２丁目１５−１１ 西角ビル 1階 B室,
TENPO#0092,上野駅前店,NO_CHANGE,ChIJoeziRJ6OGGAR1d8QiZmfKAk,03-3831-9640,日本、〒110-0005 東京都台東区上野６丁目１１−６,
TENPO#0077,ようさい,NO_CHANGE,ChIJTSdnW6BeGGARmASSqhNJOkI,045-401-2555,日本、〒221-0831 神奈川県横浜市神奈川区上反町２丁目２５−４,
TENPO#0105,ディストピアBar KARMA　カルマ,NO_CHANGE,ChIJ_cEWUC6NGGARHUGwLJmuTOg,03-3203-8333,日本、〒160-0021 東京都新宿区歌舞伎町１丁目１−１０ 1F,
TENPO#0130,渋谷円山町店,NO_CHANGE,ChIJhesbeKqMGGARye1veG8Dv7o,03-3464-5568,日本、〒150-0044 東京都渋谷区円山町１７−２,
TENPO#0048,代々木店,NO_CHANGE,ChIJN2ZjVaGNGGAR6Pbk6xcCRoM,03-6822-0318,日本、〒151-0053 東京都渋谷区代々木１丁目５８−58番地7 ヴェラハイツ代々木 103号室,
TENPO#0008,蕨店,NO_CHANGE,ChIJMyPEfouVGGAR1YMNDQWf_g8,048-229-3229,日本、〒335-0002 埼玉県蕨市塚越１丁目７−４,
TENPO#0046,ラゾーナ川崎店,NO_CHANGE,ChIJn7BEsZ5gGGARjB4GNul9e-o,044-874-8000,日本、〒212-8576 神奈川県川崎市幸区堀川町７２−１,
TENPO#0118,サイゴンキッチン,NO_CHANGE,ChIJ-2zIWKWJGGARFBUPGdJKEH4,03-6204-9330,日本、〒135-0061 東京都江東区豊洲３丁目２−３ 1F,
TENPO#0001,maya 五反田店,NO_CHANGE,ChIJB6xToPyKGGARd7v-KYqy2dM,03-5798-2583,日本、〒141-0022 東京都品川区東五反田５丁目２８−１２ Ｂ１Ｆ,
TENPO#0073,立呑 富士屋本店,NO_CHANGE,ChIJKxWmqhmLGGARDmqJdxiHv8E,03-6455-2473,日本、〒150-0031 東京都渋谷区桜丘町１６−１０,
TENPO#0126,Aphrodite　アフロディーテ（ニューハーフバー）,NO_CHANGE,ChIJcY9oAMqLGGARckl_T5FzFtE,03-6438-9314,日本、〒106-0032 東京都港区六本木７丁目４−４ 8TKGビル 301,
TENPO#0028,神楽坂店,NO_CHANGE,ChIJHw-KilqMGGARWP-CLnM4__I,03-3235-3001,日本、〒162-0825 東京都新宿区神楽坂４丁目２,
TENPO#0032,麺と肴　担々麺 ペン坊,NO_CHANGE,ChIJiRICUACPGGAR_BI8xCkyLew,03-5809-7763,日本、〒130-0001 東京都墨田区吾妻橋３丁目６−１５ サンサーラ吾妻橋 105,
TENPO#0121,油そば 雷神 店舗未設定,NO_CHANGE,ChIJe2twu5GGGGARjsl3w48cCNo,047-318-9159,日本、〒272-0034 千葉県市川市市川１丁目９−１７,
TENPO#0106,オイスター&珍味 bar 不夜城,NO_CHANGE,ChIJTfs_qNmMGGARWFRL5yAy7aw,03-6273-9222,日本、〒160-0021 東京都新宿区歌舞伎町１丁目３−１０ 思い出の抜け道ビル 2.3F,
TENPO#0026,高円寺店,NO_CHANGE,ChIJgafR6dzzGGARmhGiTHtKOWk,03-5929-8636,日本、〒166-0003 東京都杉並区高円寺南３丁目５８−２２ ARIST高円寺 2F,
TENPO#1721497a1c33,N2,NO_CHANGE,ChIJOUqFX5uSGGARxPlSTwVhnC0,03-3916-2701,日本、〒114-0023 東京都北区滝野川７丁目２−４,
TENPO#0024,中野製作所 まんてん別館,NO_CHANGE,ChIJYcceosjzGGARxYkpdXYw8ZM,03-5942-6711,日本、〒164-0001 東京都中野区中野５丁目４８−５ 相互アパート 1F,
TENPO#0020,モンキーツリー 店舗未設定,NO_CHANGE,ChIJ0U4ZNYOPGGAR02rUCz6nj3U,050-5596-1892,日本、〒103-0027 東京都中央区日本橋馬喰町１丁目５−４ 中庄ビル 1F,
TENPO#0079,inu to hito,NO_CHANGE,ChIJ5bR7uBaJGGAR45M35yYXy4U,070-4226-0732,日本、〒104-0052 東京都中央区月島１丁目１６−１,
TENPO#0114,三軒茶屋本店,NO_CHANGE,ChIJ2WqVbZ_0GGARg2MXWK3zFwk,03-3410-7209,日本、〒154-0004 東京都世田谷区太子堂４丁目１−１,
TENPO#0087,渋谷店,NO_CHANGE,ChIJP6jlUFiLGGAR5fwuswd1KXA,03-5468-5892,日本、〒150-8510 東京都渋谷区渋谷２丁目２１−１,
TENPO#0125,宮崎辛麺　辛麺屋一輪,NO_CHANGE,ChIJpYJq5ov1GGARzte0mGSlMWw,,日本、〒158-0095 東京都世田谷区瀬田２丁目２８−１０ イケダハイツ 1F,
TENPO#0139,日本橋玉ゐ本店,NO_CHANGE,ChIJDyNll1eJGGARSoyno4Tk-QI,03-3272-3227,日本、〒103-0027 東京都中央区日本橋２丁目９−９,
TENPO#0011,東陽町店,NO_CHANGE,ChIJu6ifDFaIGGARKhxqGIrwK6c,03-5857-5625,日本、〒135-0016 東京都江東区東陽４丁目１−１８ 第五津村ビル,
TENPO#0086,神田店,NO_CHANGE,ChIJo3yUrAGMGGARQosEh4wuaWg,03-5256-6670,日本、〒101-0044 東京都千代田区鍛冶町１丁目２−１１,
TENPO#0112,板前寿司愛宕店 店舗未設定,NO_CHANGE,ChIJHQ7e0JWLGGAR2uiOXih9jYI,03-5408-8240,日本、〒105-0001 東京都港区虎ノ門３丁目２１−５ 愛宕グリーンヒルズプラザ1F,
TENPO#0069,高円寺ガード下店,NO_CHANGE,ChIJJS77B33yGGARETWHj3Cu7R8,03-5356-2941,日本、〒166-0003 東京都杉並区高円寺南３丁目６９−１,
TENPO#0097,本店,NO_CHANGE,ChIJM1tHzBssH2ARPDZtuA1FLog,048-556-1285,日本、〒361-0073 埼玉県行田市行田２０−１５,
TENPO#0132,atomic BAR,NO_CHANGE,ChIJYVew9Q2LGGARueEZcO8PWF0,03-6447-0090,日本、〒106-0032 東京都港区六本木３丁目１４−１４ 5F,
TENPO#0127,マッスルボディメイク,NO_CHANGE,ChIJNXI6MevtGGARl905b9IrRNM,090-9164-2900,日本、〒104-0061 東京都中央区銀座１丁目１５−１４ 北村企業ビル 4F,
TENPO#0009,SMITH BURGER CLUB,NO_CHANGE,ChIJlyyiLpCLGGARTHWprBwISBw,03-6426-5105,日本、〒107-0052 東京都港区赤坂６丁目４−１５ シティマンション赤坂 106号室,
TENPO#0088,王子店,NO_CHANGE,ChIJ4T4ACXySGGAREUr5vLX8Ixw,03-5961-2788,日本、〒114-0002 東京都北区王子１丁目２−２,
TENPO#0095,カイロライン 国分寺整体院,NO_CHANGE,ChIJSW7iYlzlGGARqIYEd4IDkLE,042-316-8823,日本、〒185-0012 東京都国分寺市本町２丁目９−８ 2F,
TENPO#0120,発酵デリカテッセンカフェテリアKouji&ko,NO_CHANGE,ChIJo5aonRmNGGARgiopjh_6IdU,03-5361-1111,日本、〒151-8580 東京都渋谷区千駄ケ谷５丁目２４−２ 新宿髙島屋 8階,
TENPO#0021,代々木店,NO_CHANGE,ChIJUZ8vCACNGGARe62pUn2X4Yc,03-6300-7788,日本、〒151-0053 東京都渋谷区代々木１丁目３８−８ 那須ビル 地下1階,
TENPO#0122,ロケ弁エージェント 店舗未設定,NO_CHANGE,ChIJEd5mEH2LGGARDhRMFX8Wulg,03-5612-0331,日本、〒104-0031 東京都中央区京橋３丁目１−１ １Ｆ,
TENPO#0138,渋谷店,NO_CHANGE,ChIJP6jlUFiLGGAR5fwuswd1KXA,03-5468-5892,日本、〒150-8510 東京都渋谷区渋谷２丁目２１−１,
TENPO#0089,北千住店,NO_CHANGE,ChIJa9g6fEaOGGARLIkdpNBktxw,03-3870-5415,日本、〒120-0034 東京都足立区千住３丁目３１,
